media_name,article_count,year_start,year_end,years_active,political_bias_mean,political_bias_median,political_bias_std,political_bias_high_pct,gender_bias_mean,gender_bias_median,gender_bias_std,gender_bias_high_pct,religious_bias_mean,religious_bias_median,religious_bias_std,religious_bias_high_pct,caste_bias_mean,caste_bias_median,caste_bias_std,caste_bias_high_pct,region_bias_mean,region_bias_median,region_bias_std,region_bias_high_pct,overall_bias_mean
THE INDIAN EXPRESS,192050,1998,2025,28,0.405544056229466,0.0,0.4549705477978635,36.83832335329341,0.45722893680321947,0.4379999935626983,0.2605437151976818,34.57068471752148,0.15819614218524178,0.0,0.229233153826686,2.677948450924238,0.9425200678592422,1.0,0.20990146928900283,92.76802915907317,0.3707343562931187,0.5,0.17537521926814942,3.7198646185889093,0.4668447118740577
THE ECONOMIC TIMES,28553,2020,2023,4,0.450600392258247,0.5,0.45422241546045955,39.803173046615065,0.44934798579201046,0.4289999902248382,0.2510641410366148,32.86870031170105,0.11979018000885387,0.0,0.21084916468724618,1.5795187896193046,0.973473015211741,1.0,0.13909268359554533,96.38216649739081,0.4392791306404597,0.5,0.11937148210746673,3.0259517388715724,0.4864981407822624
THE TIMES OF INDIA,1034,2020,2025,4,0.43761895553747504,0.5,0.45136271010620405,39.458413926499034,0.38203675067862874,0.3330000042915344,0.2274320813412763,22.727272727272727,0.0912872342468461,0.0,0.19042715497098292,0.7736943907156674,0.9577562864329414,1.0,0.1785993541496119,94.48742746615088,0.4163984531244872,0.5,0.14896954838093618,5.319148936170213,0.4570195360040757
